drug1	drug2	synergy_score	module	comparison	drug1_MOA	drug1_target_hgnc_symbol	drug2_MOA	drug2_target_hgnc_symbol
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.0111444037072393	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	KDR
DIAZOXIDE	DANAZOL	0.0108494949824884	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Androgen Receptor agonist	AR
DIAZOXIDE	DANAZOL	0.0108494949824884	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Progesterone receptor agonist	PGR
DIAZOXIDE	DANAZOL	0.0108494949824884	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Androgen Receptor agonist	AR
DIAZOXIDE	DANAZOL	0.0108494949824884	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Progesterone receptor agonist	PGR
DIAZOXIDE	AXITINIB	0.010072003928792	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.010072003928792	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.010072003928792	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	KDR
DIAZOXIDE	AXITINIB	0.010072003928792	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.010072003928792	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.010072003928792	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	KDR
TETRABENAZINE	AXITINIB	0.00988858178672024	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	FLT1
TETRABENAZINE	AXITINIB	0.00988858178672024	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	FLT4
TETRABENAZINE	AXITINIB	0.00988858178672024	M5	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	KDR
SIROLIMUS	DANAZOL	0.00982970853776579	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Androgen Receptor agonist	AR
SIROLIMUS	DANAZOL	0.00982970853776579	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Progesterone receptor agonist	PGR
TETRABENAZINE	DANAZOL	0.00972515481775208	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Androgen Receptor agonist	AR
TETRABENAZINE	DANAZOL	0.00972515481775208	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Progesterone receptor agonist	PGR
OXAPROZIN	DANAZOL	0.00966550262658517	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Androgen Receptor agonist	AR
OXAPROZIN	DANAZOL	0.00966550262658517	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Progesterone receptor agonist	PGR
OXAPROZIN	DANAZOL	0.00966550262658517	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Androgen Receptor agonist	AR
OXAPROZIN	DANAZOL	0.00966550262658517	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Progesterone receptor agonist	PGR
DIAZOXIDE	TETRABENAZINE	0.00771434490781391	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Synaptic vesicular amine transporter inhibitor	SLC18A2
DIAZOXIDE	TETRABENAZINE	0.00771434490781391	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Synaptic vesicular amine transporter inhibitor	SLC18A2
AXITINIB	ZAFIRLUKAST	0.00765604183033292	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
AXITINIB	ZAFIRLUKAST	0.00765604183033292	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
AXITINIB	ZAFIRLUKAST	0.00765604183033292	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Cysteinyl leukotriene receptor 1 antagonist	CYSLTR1
PHENTERMINE	DANAZOL	0.00722645560684515	M1	pbta_hgg_qSig	Norepinephrine transporter releasing agent	SLC6A2	Androgen Receptor agonist	AR
PHENTERMINE	DANAZOL	0.00722645560684515	M1	pbta_hgg_qSig	Norepinephrine transporter releasing agent	SLC6A2	Progesterone receptor agonist	PGR
DIAZOXIDE	OXAPROZIN	0.00716819702521995	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Cyclooxygenase inhibitor	PTGS1
DIAZOXIDE	OXAPROZIN	0.00716819702521995	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Cyclooxygenase inhibitor	PTGS2
DIAZOXIDE	OXAPROZIN	0.00716819702521995	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Cyclooxygenase inhibitor	PTGS1
DIAZOXIDE	OXAPROZIN	0.00716819702521995	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Cyclooxygenase inhibitor	PTGS2
DANAZOL	TOLAZAMIDE	0.0068521912760701	M1	pbta_hgg_qSig	Androgen Receptor agonist	AR	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DANAZOL	TOLAZAMIDE	0.0068521912760701	M1	pbta_hgg_qSig	Androgen Receptor agonist	AR	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
DANAZOL	TOLAZAMIDE	0.0068521912760701	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DANAZOL	TOLAZAMIDE	0.0068521912760701	M1	pbta_hgg_qSig	Progesterone receptor agonist	PGR	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
AXITINIB	DANAZOL	0.00666938615690044	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.00666938615690044	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Progesterone receptor agonist	PGR
AXITINIB	DANAZOL	0.00666938615690044	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.00666938615690044	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Progesterone receptor agonist	PGR
AXITINIB	DANAZOL	0.00666938615690044	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Androgen Receptor agonist	AR
AXITINIB	DANAZOL	0.00666938615690044	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Progesterone receptor agonist	PGR
OXAPROZIN	TETRABENAZINE	0.00658832699898759	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Synaptic vesicular amine transporter inhibitor	SLC18A2
OXAPROZIN	TETRABENAZINE	0.00658832699898759	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Synaptic vesicular amine transporter inhibitor	SLC18A2
SIROLIMUS	DIAZOXIDE	0.00602889880970189	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
SIROLIMUS	DIAZOXIDE	0.00602889880970189	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
AXITINIB	TOLAZAMIDE	0.00587533562512864	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
AXITINIB	TOLAZAMIDE	0.00587533562512864	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
AXITINIB	TOLAZAMIDE	0.00587533562512864	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
AXITINIB	TOLAZAMIDE	0.00587533562512864	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
AXITINIB	TOLAZAMIDE	0.00587533562512864	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
AXITINIB	TOLAZAMIDE	0.00587533562512864	M5	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
SIROLIMUS	TETRABENAZINE	0.0056546719807933	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Synaptic vesicular amine transporter inhibitor	SLC18A2
DIAZOXIDE	TOLAZAMIDE	0.00537301308349935	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DIAZOXIDE	TOLAZAMIDE	0.00537301308349935	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
DIAZOXIDE	TOLAZAMIDE	0.00537301308349935	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
DIAZOXIDE	TOLAZAMIDE	0.00537301308349935	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00509893823684722	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	KDR
DIAZOXIDE	PHENTERMINE	0.00499863544646981	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Norepinephrine transporter releasing agent	SLC6A2
DIAZOXIDE	PHENTERMINE	0.00499863544646981	M1	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Norepinephrine transporter releasing agent	SLC6A2
TETRABENAZINE	TOLAZAMIDE	0.00491215618267535	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
TETRABENAZINE	TOLAZAMIDE	0.00491215618267535	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
SIROLIMUS	OXAPROZIN	0.00482425803855387	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Cyclooxygenase inhibitor	PTGS1
SIROLIMUS	OXAPROZIN	0.00482425803855387	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Cyclooxygenase inhibitor	PTGS2
TETRABENAZINE	PHENTERMINE	0.00462672969719719	M1	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Norepinephrine transporter releasing agent	SLC6A2
OXAPROZIN	TOLAZAMIDE	0.00457729165714639	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
OXAPROZIN	TOLAZAMIDE	0.00457729165714639	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
OXAPROZIN	TOLAZAMIDE	0.00457729165714639	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
OXAPROZIN	TOLAZAMIDE	0.00457729165714639	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
OXAPROZIN	PHENTERMINE	0.00413433100070435	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS1	Norepinephrine transporter releasing agent	SLC6A2
OXAPROZIN	PHENTERMINE	0.00413433100070435	M1	pbta_hgg_qSig	Cyclooxygenase inhibitor	PTGS2	Norepinephrine transporter releasing agent	SLC6A2
SIROLIMUS	TOLAZAMIDE	0.00388466397572438	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
SIROLIMUS	TOLAZAMIDE	0.00388466397572438	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
DIAZOXIDE	AXITINIB	0.0037868524452613	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.0037868524452613	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.0037868524452613	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	KDR
DIAZOXIDE	AXITINIB	0.0037868524452613	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.0037868524452613	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.0037868524452613	M6	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT1
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	FLT4
CHLORPROMAZINE	AXITINIB	0.00365188687500232	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Vascular endothelial growth factor receptor inhibitor	KDR
TETRABENAZINE	AXITINIB	0.00341487703673173	M4	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	FLT1
TETRABENAZINE	AXITINIB	0.00341487703673173	M4	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	FLT4
TETRABENAZINE	AXITINIB	0.00341487703673173	M4	pbta_hgg_qSig	Synaptic vesicular amine transporter inhibitor	SLC18A2	Vascular endothelial growth factor receptor inhibitor	KDR
PHENTERMINE	TOLAZAMIDE	0.00320188196715077	M1	pbta_hgg_qSig	Norepinephrine transporter releasing agent	SLC6A2	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11
PHENTERMINE	TOLAZAMIDE	0.00320188196715077	M1	pbta_hgg_qSig	Norepinephrine transporter releasing agent	SLC6A2	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8
SIROLIMUS	PHENTERMINE	0.00303149398542368	M1	pbta_hgg_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Norepinephrine transporter releasing agent	SLC6A2
CHLORPROMAZINE	TETRABENAZINE	0.00259814641571802	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.00259814641571802	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.00259814641571802	M4	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.00259814641571802	M4	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.0025442067179076	M9	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
AXITINIB	PHENTERMINE	0.0024665515427274	M6	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Norepinephrine transporter releasing agent	SLC6A2
AXITINIB	PHENTERMINE	0.0024665515427274	M6	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Norepinephrine transporter releasing agent	SLC6A2
AXITINIB	PHENTERMINE	0.0024665515427274	M6	pbta_hgg_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Norepinephrine transporter releasing agent	SLC6A2
DIAZOXIDE	AXITINIB	0.0019081550384307	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.0019081550384307	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.0019081550384307	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Vascular endothelial growth factor receptor inhibitor	KDR
DIAZOXIDE	AXITINIB	0.0019081550384307	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT1
DIAZOXIDE	AXITINIB	0.0019081550384307	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	FLT4
DIAZOXIDE	AXITINIB	0.0019081550384307	M9	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Vascular endothelial growth factor receptor inhibitor	KDR
CHLORPROMAZINE	TETRABENAZINE	0.00178845310743374	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.00178845310743374	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD4	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.00178845310743374	M5	pbta_hgg_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	TETRABENAZINE	0.00178845310743374	M5	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD3	Synaptic vesicular amine transporter inhibitor	SLC18A2
DIAZOXIDE	TETRABENAZINE	0.00141422804118236	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11	Synaptic vesicular amine transporter inhibitor	SLC18A2
DIAZOXIDE	TETRABENAZINE	0.00141422804118236	M5	pbta_hgg_qSig	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8	Synaptic vesicular amine transporter inhibitor	SLC18A2
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Potassium channel, inwardly rectifying, subfamily J, member 11 opener	KCNJ11
CHLORPROMAZINE	DIAZOXIDE	0.00131948463708994	M6	pbta_hgg_qSig	D2-like dopamine receptor antagonist	DRD2	Potassium channel, inwardly rectifying, subfamily J, member 8 opener	KCNJ8
