drug1	drug2	synergy_score	module	comparison	drug1_MOA	drug1_target_hgnc_symbol	drug2_MOA	drug2_target_hgnc_symbol
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6D	Dopamine D2 receptor antagonist	DRD2
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6D	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6D	Dopamine D3 receptor antagonist	DRD3
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4A	Dopamine D2 receptor antagonist	DRD2
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4A	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4A	Dopamine D3 receptor antagonist	DRD3
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE8B	Dopamine D2 receptor antagonist	DRD2
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE8B	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE8B	Dopamine D3 receptor antagonist	DRD3
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6B	Dopamine D2 receptor antagonist	DRD2
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6B	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6B	Dopamine D3 receptor antagonist	DRD3
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6G	Dopamine D2 receptor antagonist	DRD2
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6G	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6G	Dopamine D3 receptor antagonist	DRD3
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	Adenosine A2 receptor antagonist	ADORA2B	Dopamine D2 receptor antagonist	DRD2
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	Adenosine A2 receptor antagonist	ADORA2B	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
PENTOXIFYLLINE	CHLORPROTHIXENE	0.106511270125729	M1	pbta_qSig	Adenosine A2 receptor antagonist	ADORA2B	Dopamine D3 receptor antagonist	DRD3
GLIMEPIRIDE	CLOZAPINE	0.105881508805631	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Dopamine D2 receptor antagonist	DRD2
GLIMEPIRIDE	CLOZAPINE	0.105881508805631	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
GLIMEPIRIDE	CLOZAPINE	0.105881508805631	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Dopamine D2 receptor antagonist	DRD2
GLIMEPIRIDE	CLOZAPINE	0.105881508805631	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Androgen Receptor agonist	AR	Dopamine receptor antagonist	DRD2
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Androgen Receptor agonist	AR	Dopamine receptor antagonist	DRD1
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Androgen Receptor agonist	AR	Norepinephrine transporter inhibitor	SLC6A2
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Androgen Receptor agonist	AR	Dopamine receptor antagonist	DRD4
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Androgen Receptor agonist	AR	Serotonin transporter inhibitor	SLC6A4
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Androgen Receptor agonist	AR	Dopamine receptor antagonist	DRD3
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Progesterone receptor agonist	PGR	Dopamine receptor antagonist	DRD2
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Progesterone receptor agonist	PGR	Dopamine receptor antagonist	DRD1
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Progesterone receptor agonist	PGR	Norepinephrine transporter inhibitor	SLC6A2
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Progesterone receptor agonist	PGR	Dopamine receptor antagonist	DRD4
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Progesterone receptor agonist	PGR	Serotonin transporter inhibitor	SLC6A4
DANAZOL	AMOXAPINE	0.104972897896846	M1	pbta_qSig	Progesterone receptor agonist	PGR	Dopamine receptor antagonist	DRD3
TOLAZAMIDE	CHLORPROTHIXENE	0.104811998615675	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Dopamine D2 receptor antagonist	DRD2
TOLAZAMIDE	CHLORPROTHIXENE	0.104811998615675	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
TOLAZAMIDE	CHLORPROTHIXENE	0.104811998615675	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Dopamine D3 receptor antagonist	DRD3
TOLAZAMIDE	CHLORPROTHIXENE	0.104811998615675	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Dopamine D2 receptor antagonist	DRD2
TOLAZAMIDE	CHLORPROTHIXENE	0.104811998615675	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
TOLAZAMIDE	CHLORPROTHIXENE	0.104811998615675	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Dopamine D3 receptor antagonist	DRD3
NALTREXONE	CABERGOLINE	0.104316676667903	M1	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Dopamine D2 receptor agonist	DRD2
NALTREXONE	CABERGOLINE	0.104316676667903	M1	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Dopamine D2 receptor agonist	DRD2
NALTREXONE	CABERGOLINE	0.104316676667903	M1	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Dopamine D2 receptor agonist	DRD2
CLOZAPINE	AXITINIB	0.103968951357074	M1	pbta_qSig	Dopamine D2 receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT1
CLOZAPINE	AXITINIB	0.103968951357074	M1	pbta_qSig	Dopamine D2 receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	FLT4
CLOZAPINE	AXITINIB	0.103968951357074	M1	pbta_qSig	Dopamine D2 receptor antagonist	DRD2	Vascular endothelial growth factor receptor inhibitor	KDR
CLOZAPINE	AXITINIB	0.103968951357074	M1	pbta_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT1
CLOZAPINE	AXITINIB	0.103968951357074	M1	pbta_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	FLT4
CLOZAPINE	AXITINIB	0.103968951357074	M1	pbta_qSig	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A	Vascular endothelial growth factor receptor inhibitor	KDR
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA3C	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA3C	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA3C	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA3C	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA3C	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA3C	Dopamine receptor antagonist	DRD3
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB4A	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB4A	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB4A	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB4A	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB4A	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB4A	Dopamine receptor antagonist	DRD3
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB3	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB3	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB3	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB3	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB3	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB3	Dopamine receptor antagonist	DRD3
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2B	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2B	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2B	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2B	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2B	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2B	Dopamine receptor antagonist	DRD3
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1C	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1C	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1C	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1C	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1C	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1C	Dopamine receptor antagonist	DRD3
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB1	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB1	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB1	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB1	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB1	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB1	Dopamine receptor antagonist	DRD3
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1B	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1B	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1B	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1B	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1B	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBA1B	Dopamine receptor antagonist	DRD3
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2A	Dopamine receptor antagonist	DRD2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2A	Dopamine receptor antagonist	DRD1
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2A	Norepinephrine transporter inhibitor	SLC6A2
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2A	Dopamine receptor antagonist	DRD4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2A	Serotonin transporter inhibitor	SLC6A4
PACLITAXEL	AMOXAPINE	0.103264476751996	M1	pbta_qSig	Tubulin inhibitor	TUBB2A	Dopamine receptor antagonist	DRD3
OXAPROZIN	CLOZAPINE	0.101864522362721	M1	pbta_qSig	Cyclooxygenase inhibitor	PTGS1	Dopamine D2 receptor antagonist	DRD2
OXAPROZIN	CLOZAPINE	0.101864522362721	M1	pbta_qSig	Cyclooxygenase inhibitor	PTGS1	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
OXAPROZIN	CLOZAPINE	0.101864522362721	M1	pbta_qSig	Cyclooxygenase inhibitor	PTGS2	Dopamine D2 receptor antagonist	DRD2
OXAPROZIN	CLOZAPINE	0.101864522362721	M1	pbta_qSig	Cyclooxygenase inhibitor	PTGS2	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
LEVONORGESTREL	CABERGOLINE	0.101679229330485	M1	pbta_qSig	Progesterone receptor agonist	PGR	Dopamine D2 receptor agonist	DRD2
SIROLIMUS	CABERGOLINE	0.10148099318837	M1	pbta_qSig	FK506-binding protein 1A inhibitor	FKBP1A	Dopamine D2 receptor agonist	DRD2
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	Adenosine A2 receptor antagonist	ADORA2A
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Androgen Receptor agonist	AR	Adenosine A2 receptor antagonist	ADORA2B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	Adenosine A2 receptor antagonist	ADORA2A
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
DANAZOL	PENTOXIFYLLINE	0.0988421444432908	M9	pbta_qSig	Progesterone receptor agonist	PGR	Adenosine A2 receptor antagonist	ADORA2B
GLIMEPIRIDE	CHLORPROTHIXENE	0.098822741551922	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Dopamine D2 receptor antagonist	DRD2
GLIMEPIRIDE	CHLORPROTHIXENE	0.098822741551922	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
GLIMEPIRIDE	CHLORPROTHIXENE	0.098822741551922	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	KCNJ11	Dopamine D3 receptor antagonist	DRD3
GLIMEPIRIDE	CHLORPROTHIXENE	0.098822741551922	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Dopamine D2 receptor antagonist	DRD2
GLIMEPIRIDE	CHLORPROTHIXENE	0.098822741551922	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
GLIMEPIRIDE	CHLORPROTHIXENE	0.098822741551922	M1	pbta_qSig	Sulfonylurea receptor 1, Kir6.2 blocker	ABCC8	Dopamine D3 receptor antagonist	DRD3
PINACIDIL	CABERGOLINE	0.0987938182282794	M1	pbta_qSig	Sulfonylurea receptor 2, Kir6.2 opener	KCNJ11	Dopamine D2 receptor agonist	DRD2
TOLCAPONE	CLOZAPINE	0.0972236713217134	M1	pbta_qSig	Catechol O-methyltransferase inhibitor	COMT	Dopamine D2 receptor antagonist	DRD2
TOLCAPONE	CLOZAPINE	0.0972236713217134	M1	pbta_qSig	Catechol O-methyltransferase inhibitor	COMT	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Dopamine D2 receptor antagonist	DRD2
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	FLT1	Dopamine D3 receptor antagonist	DRD3
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Dopamine D2 receptor antagonist	DRD2
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	FLT4	Dopamine D3 receptor antagonist	DRD3
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Dopamine D2 receptor antagonist	DRD2
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
AXITINIB	CHLORPROTHIXENE	0.0970376879332693	M1	pbta_qSig	Vascular endothelial growth factor receptor inhibitor	KDR	Dopamine D3 receptor antagonist	DRD3
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBA3C
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB4A
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB3
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB2B
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBA1C
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB1
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBA1B
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Androgen Receptor agonist	AR	Tubulin inhibitor	TUBB2A
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBA3C
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB4A
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB3
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB2B
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBA1C
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB1
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBA1B
DANAZOL	PACLITAXEL	0.0961348603591484	M9	pbta_qSig	Progesterone receptor agonist	PGR	Tubulin inhibitor	TUBB2A
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	Adenosine A2 receptor antagonist	ADORA2A	Dopamine D2 receptor agonist	DRD2
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE3B	Dopamine D2 receptor agonist	DRD2
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4D	Dopamine D2 receptor agonist	DRD2
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE1C	Dopamine D2 receptor agonist	DRD2
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4B	Dopamine D2 receptor agonist	DRD2
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE3A	Dopamine D2 receptor agonist	DRD2
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6D	Dopamine D2 receptor agonist	DRD2
PENTOXIFYLLINE	CABERGOLINE	0.0950993483265435	M1	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4A	Dopamine D2 receptor agonist	DRD2
