drug1	drug2	synergy_score	module	comparison	drug1_MOA	drug1_target_hgnc_symbol	drug2_MOA	drug2_target_hgnc_symbol
PACLITAXEL	CHLORPROTHIXENE	0.337534713986471	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Dopamine D2 receptor antagonist	DRD2
PACLITAXEL	CHLORPROTHIXENE	0.337534713986471	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Serotonin 2a (5-HT2a) receptor antagonist	HTR2A
PACLITAXEL	CHLORPROTHIXENE	0.337534713986471	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Dopamine D3 receptor antagonist	DRD3
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Bcr/Abl fusion protein	BCR
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Bcr/Abl fusion protein	BCR
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Bcr/Abl fusion protein	BCR
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Bcr/Abl fusion protein	BCR
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Bcr/Abl fusion protein	BCR
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Bcr/Abl fusion protein	BCR
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Bcr/Abl fusion protein	BCR
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Tyrosine-protein kinase Lyn inhibitor	LYN
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Tyrosine-protein kinase HCK inhibitor	HCK
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Tyrosine-protein kinase ABL inhibitor	ABL1
PACLITAXEL	BOSUTINIB	0.319679471058181	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Bcr/Abl fusion protein	BCR
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Glutamate [NMDA] receptor antagonist	GRIN3A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Glutamate [NMDA] receptor antagonist	GRIN2C
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Glutamate [NMDA] receptor antagonist	GRIN2D
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Glutamate [NMDA] receptor antagonist	GRIN2A
PACLITAXEL	FELBAMATE	0.305588027056915	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Glutamate [NMDA] receptor antagonist	GRIN1
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Dopamine D2 receptor agonist	DRD2
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Dopamine D2 receptor agonist	DRD2
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Dopamine D2 receptor agonist	DRD2
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Dopamine D2 receptor agonist	DRD2
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Dopamine D2 receptor agonist	DRD2
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Dopamine D2 receptor agonist	DRD2
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Dopamine D2 receptor agonist	DRD2
PACLITAXEL	CABERGOLINE	0.28380837908216	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Dopamine D2 receptor agonist	DRD2
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	Adenosine A2 receptor antagonist	ADORA2A
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Androgen Receptor agonist	AR	Adenosine A2 receptor antagonist	ADORA2B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	Adenosine A2 receptor antagonist	ADORA2A
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
DANAZOL	PENTOXIFYLLINE	0.283235263097147	M5	pbta_qSig	Progesterone receptor agonist	PGR	Adenosine A2 receptor antagonist	ADORA2B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Adenosine A2 receptor antagonist	ADORA2A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRM1	Adenosine A2 receptor antagonist	ADORA2B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Adenosine A2 receptor antagonist	ADORA2A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRK1	Adenosine A2 receptor antagonist	ADORA2B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Adenosine A2 receptor antagonist	ADORA2A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE3B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE4D
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE1C
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE4B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE3A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE6D
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE4A
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE8B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE6B
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	3',5'-cyclic phosphodiesterase inhibitor	PDE6G
NALTREXONE	PENTOXIFYLLINE	0.273378350906061	M5	pbta_qSig	Opioid receptors; mu/kappa/delta antagonist	OPRD1	Adenosine A2 receptor antagonist	ADORA2B
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBA3C	Retinoic acid receptor agonist	RARG
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB4A	Retinoic acid receptor agonist	RARG
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB3	Retinoic acid receptor agonist	RARG
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB2B	Retinoic acid receptor agonist	RARG
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBA1C	Retinoic acid receptor agonist	RARG
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB1	Retinoic acid receptor agonist	RARG
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBA1B	Retinoic acid receptor agonist	RARG
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Retinoic acid receptor agonist	RARB
PACLITAXEL	ADAPALENE	0.266175640998983	M4	pbta_qSig	Tubulin inhibitor	TUBB2A	Retinoic acid receptor agonist	RARG
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	Adenosine A2 receptor antagonist	ADORA2A	Angiotensin-converting enzyme inhibitor	ACE
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE3B	Angiotensin-converting enzyme inhibitor	ACE
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4D	Angiotensin-converting enzyme inhibitor	ACE
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE1C	Angiotensin-converting enzyme inhibitor	ACE
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4B	Angiotensin-converting enzyme inhibitor	ACE
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE3A	Angiotensin-converting enzyme inhibitor	ACE
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE6D	Angiotensin-converting enzyme inhibitor	ACE
PENTOXIFYLLINE	RAMIPRIL	0.256213406119719	M5	pbta_qSig	3',5'-cyclic phosphodiesterase inhibitor	PDE4A	Angiotensin-converting enzyme inhibitor	ACE
